id;title;text;date;link;author;hub;topic
1022950;Как стать инди-разработчиком в 40+ лет без опыта и образования;"<img src=""https://habrastorage.org/getpro/habr/upload_files/7cd/42c/683/7cd42c683000bb09f31a167d69498edd.jpg"" /><p>В этом посте я хочу поделиться своим мнением: может&nbsp;ли человек в 2026 году без специализированного образования и без какого-либо опыта в геймдеве стать инди-разработчиком.</p><p>Меня зовут Rok и в настоящее время я занимаюсь разработкой коллекционной карточной игры про танки в сеттинге Второй мировой войны&nbsp;— Tank General.</p><p>На данный момент мне 44 года. Я не являюсь пр";2026-04-13 14:15:49;https://habr.com/ru/articles/1022950/?utm_campaign=1022950&utm_source=habrahabr&utm_medium=rss;RokDooM;gamedev;игры
1022672;Недельный геймдев: #273 — 12 апреля, 2026;"<img src=""https://habrastorage.org/getpro/habr/upload_files/fcb/ccb/f5e/fcbccbf5e48bd66b814d9f98d0fe2b2d.jpeg"" /><p>Из <a href=""https://suvitruf.ru/2026/04/12/19965/weekly-gamedev-273-12-april-2026/"" rel=""noopener noreferrer nofollow"">новостей</a>: Epic Games работает над игрой с персонажами Disney, GFA Games в кризисе, общие продажи игр Hazelight Studios превысили 50 млн копий, продажи Road to Vostok достигли 100 тысяч копий, Playtika могут выставить на продажу.</p><p>Из интересностей: Павел Сн";2026-04-13 07:05:41;https://habr.com/ru/articles/1022672/?utm_campaign=1022672&utm_source=habrahabr&utm_medium=rss;Suvitruf;gamedev;игры
1020944;Как ИИ убивает игровую индустрию (и не только её);"<img src=""https://habrastorage.org/getpro/habr/upload_files/3af/346/dfd/3af346dfd18042f679d03410c0aeb707.webp"" /><p>2025 год кончился тем, что оперативная память, SSD-накопители и даже старые добрые жёсткие диски теперь стоят как крыло самолёта. Причина — корпорации, которые сделали ставку на ИИ и создают ИИ-продукты, в огромных количествах закупаясь памятью для ЦОДов. Подорожало абсолютно всё — как комплектующие для ПК, так и игровые консоли. Искусственный интеллект повлиял не только на цены, н";2026-04-12 13:01:22;https://habr.com/ru/companies/ruvds/articles/1020944/?utm_campaign=1020944&utm_source=habrahabr&utm_medium=rss;Guren302 (RUVDS.com);gamedev;игры
1021990;Ностальгические игры: Homeworld;"<img src=""https://habrastorage.org/getpro/habr/upload_files/bef/50d/84a/bef50d84a7307ffb83badae315d1bde6.jpg"" /><p>Homeworld — из тех игр, что запоминаются не только механиками или сюжетом, а каким-то трудноуловимым настроением. Не только из-за космоса, кораблей и впечатляющих битв, а из-за редкого для того времени ощущения настоящего масштаба. Она не старалась брать игрока напором, бесконечным экшеном или пёстрой зрелищностью, вместо этого перед тобой раскрывалась холодная и почти пугающая пуст";2026-04-12 07:05:58;https://habr.com/ru/companies/timeweb/articles/1021990/?utm_campaign=1021990&utm_source=habrahabr&utm_medium=rss;OldfagGamer (Timeweb Cloud);gamedev;игры
1022412;Идеальный Outline в Unity 6: Пишем эффект обводки под новый URP Render Graph;"<img src=""https://habrastorage.org/getpro/habr/upload_files/5e7/322/206/5e7322206f8ff0085d892a3d0a1de567.gif"" /><p>Если вы недавно обновились до Unity 6 (или URP 17+) и попытались перенести свои старые пост-эффекты, то наверняка столкнулись с красной консолью и предупреждениями об устаревших методах.</p><p>Старые туториалы по созданию эффекта обводки (Outline) через <code>ScriptableRendererFeature</code> больше не работают ""из коробки"". Unity полностью изменила архитектуру рендера, внедрив <stro";2026-04-12 05:18:28;https://habr.com/ru/articles/1022412/?utm_campaign=1022412&utm_source=habrahabr&utm_medium=rss;AlexeyNazariev;gamedev;игры
1025256;Мобильная разработка за неделю #628 (13 — 19 апреля);"<img src=""https://habrastorage.org/getpro/habr/upload_files/f0a/b9e/5f4/f0ab9e5f40587b468c9b220e52878ac0.jpg"" /><p>В этом выпуске сравнение быстродействия SwiftUI и UIKit, план изучения Android-разработки и Kotlin DSL для Android-шейдеров, прагматичный взгляд на архитектуру Flutter и пара детективов с поиском багов, как не надо делать скриншоты в App Store, диспетчеризация дома, поддержка Swift в разных IDE, тестирование взаимодействия нескольких устройств и многое другое. Заходите!</p> <a href=";2026-04-19 13:04:38;https://habr.com/ru/articles/1025256/?utm_campaign=1025256&utm_source=habrahabr&utm_medium=rss;RoboForm;mobile_dev;игры
1024896;Фильтр Калмана, geohash fog of war и три реджекта Apple: как я собрал GPS-трекер на SwiftUI;"<img src=""https://habrastorage.org/getpro/habr/upload_files/7d8/958/7c7/7d89587c76994a689ca6c9cefec884fe.PNG"" /><p>В 2024 году Google тихо убил Timeline в Google Maps. Историю местоположений перевели в «локальный режим», который на практике работает через раз - данные теряются, синхронизации нет, а у многих просто исчезли годы накопленной истории.</p><p>Для меня это было важно: я много езжу на машине и хотел знать простую вещь - сколько конкретная поездка стоит в бензине. Ничего подходящего не н";2026-04-18 05:40:56;https://habr.com/ru/articles/1024896/?utm_campaign=1024896&utm_source=habrahabr&utm_medium=rss;OneZee;mobile_dev;игры
1023828;Продолжаем приручать ИИ: рефлексия агента, интервью пользователя, God agent;"<img src=""https://habrastorage.org/getpro/habr/upload_files/091/fa3/db2/091fa3db2642380a1ce50c5719d0cdd9.jpg"" /><p><br />В последнее время в нашем любимом ИТ всё меняется слишком быстро. Причина тому — генеративные языковые модели. Новые знания становятся deprecated спустя несколько месяцев. Вчерашние революционные подходы сегодня выглядят как рудимент. Есть один большой плюс такой тенденции: если вы вдруг проспали старт ИИ-гонки, наверстать упущенное и догнать лидеров можно достаточно быстро.<b";2026-04-17 09:00:32;https://habr.com/ru/companies/wildberries/articles/1023828/?utm_campaign=1023828&utm_source=habrahabr&utm_medium=rss;Ales_Ivanov (Wildberries & Russ);mobile_dev;игры
1023412;Как филолог сделал приложение. Первый опыт;"<img src=""https://habrastorage.org/getpro/habr/upload_files/204/6d5/79d/2046d579d49d6b73001214915d85a79a.png"" /><p>Приветствую, уважаемые читатели данной статьи! Сорри за кликбейт в заголовке, но, сами понимаете, такие времена. Тем не менее, доля правды в нём была. В своё время мне удалось окончить филфак, однако последние 5+ лет занимаюсь маркетингом.</p><p>О чём эта статья? О моём первом опыте разработки Android-приложения с помощью чата GPT, взлётах и падениях морального состояния, а также ин";2026-04-14 13:21:58;https://habr.com/ru/articles/1023412/?utm_campaign=1023412&utm_source=habrahabr&utm_medium=rss;SerjBar;mobile_dev;игры
1023352;Anubis: заморозка приложений по состоянию VPN;"<img src=""https://habrastorage.org/getpro/habr/upload_files/14f/183/802/14f183802369b8f842fcb9e5ddf286fc.png"" /><p>Приложения на вашем телефоне могут обнаружить VPN через SOCKS5 на localhost и слить IP-адрес сервера. Рабочий профиль (Island, Insular, Shelter) скрывает VPN от  ConnectivityManager, но не от tun0, маршрутов и локальных портов. Так родился open-souce Anubis, который решает проблему иначе - автоматически отключает приложения через pm disable-user при смене состояния VPN. Мёртвое прил";2026-04-14 12:17:23;https://habr.com/ru/articles/1023352/?utm_campaign=1023352&utm_source=habrahabr&utm_medium=rss;sogonov;mobile_dev;игры
